,index,month,year,center_name,wholesale,retail,total_arrival,culture,type
7538,350,December,2017,NASIK,2000,2464,3270,tomato,hybrid
7539,351,December,2017,PATNA,3267,5700,175,tomato,hybrid
7540,352,December,2017,PIMPALGAON,1881,2321,3300,tomato,hybrid
7541,353,December,2017,PUNE,1297,1895,2987,tomato,hybrid
7542,354,December,2017,RAIPUR,1635,2433,1349,tomato,hybrid
7543,355,December,2017,RANCHI,1752,3079,1488,tomato,hybrid
7544,356,December,2017,SHIMLA,3030,4708,234,tomato,hybrid
7545,357,December,2017,SRINAGAR,3145,4027,1260,tomato,hybrid
7546,358,December,2017,TRIVENDRUM,2995,4026,890,tomato,hybrid
7547,359,December,2017,VARANASI,1414,3829,689,tomato,hybrid
7548,0,January,2018,AHMEDABAD,470,1400,4264,tomato,hybrid
7549,1,January,2018,AMRITSAR,1185,1950,410,tomato,hybrid
7550,2,January,2018,BANGALURU,658,1217,1144,tomato,hybrid
7551,3,January,2018,BARAUT,1244,2352,33,tomato,hybrid
7552,4,January,2018,BHOPAL,946,1438,2720,tomato,hybrid
7553,5,January,2018,BHUBANESHWAR,1246,1754,1425,tomato,hybrid
7554,6,January,2018,CHANDIGARH,1749,2842,1035,tomato,hybrid
7555,7,January,2018,CHENNAI,902,1712,2590,tomato,hybrid
7556,8,January,2018,DEHRADUN,1211,2120,1887,tomato,hybrid
7557,9,January,2018,DELHI,895,2250,13241,tomato,hybrid
7558,10,January,2018,GANGATOK,2537,3667,113,tomato,hybrid
7559,11,January,2018,GUWAHATI,2644,3352,666,tomato,hybrid
7560,12,January,2018,HYDERABAD,527,1100,9250,tomato,hybrid
7561,13,January,2018,JAIPUR,987,1884,6068,tomato,hybrid
7562,14,January,2018,JAMMU,1528,2365,2403,tomato,hybrid
7563,15,January,2018,KOLKATA,2164,3342,2745,tomato,hybrid
7564,16,January,2018,LASALGAON,0,0,0,tomato,hybrid
7565,17,January,2018,LUCKNOW,0,0,0,tomato,hybrid
7566,18,January,2018,MUMBAI,1626,2420,6944,tomato,hybrid
7567,19,January,2018,NAGPUR,748,1974,470,tomato,hybrid
7568,20,January,2018,NASIK,906,1200,3250,tomato,hybrid
7569,21,January,2018,PATNA,0,0,0,tomato,hybrid
7570,22,January,2018,PIMPALGAON,828,1111,3040,tomato,hybrid
7571,23,January,2018,PUNE,654,990,3623,tomato,hybrid
7572,24,January,2018,RAIPUR,706,1412,1355,tomato,hybrid
7573,25,January,2018,RANCHI,1057,2115,1533,tomato,hybrid
7574,26,January,2018,SHIMLA,1393,2827,700,tomato,hybrid
7575,27,January,2018,SRINAGAR,1886,2514,1665,tomato,hybrid
7576,28,January,2018,TRIVENDRUM,1670,2397,790,tomato,hybrid
7577,29,January,2018,VARANASI,0,0,0,tomato,hybrid
7578,30,February,2018,AHMEDABAD,382,1152,4068,tomato,hybrid
7579,31,February,2018,AMRITSAR,968,1955,965,tomato,hybrid
7580,32,February,2018,BANGALURU,658,1240,923,tomato,hybrid
7581,33,February,2018,BARAUT,882,1974,31,tomato,hybrid
7582,34,February,2018,BHOPAL,705,1107,1969,tomato,hybrid
7583,35,February,2018,BHUBANESHWAR,1069,1569,1190,tomato,hybrid
7584,36,February,2018,CHANDIGARH,1356,2479,1080,tomato,hybrid
7585,37,February,2018,CHENNAI,624,1286,4470,tomato,hybrid
7586,38,February,2018,DEHRADUN,930,1595,1628,tomato,hybrid
7587,39,February,2018,DELHI,816,2304,12697,tomato,hybrid
7588,40,February,2018,GANGATOK,1842,3000,167,tomato,hybrid
7589,41,February,2018,GUWAHATI,1572,2135,3952,tomato,hybrid
7590,42,February,2018,HYDERABAD,539,1309,9218,tomato,hybrid
7591,43,February,2018,JAIPUR,684,1395,4891,tomato,hybrid
7592,44,February,2018,JAMMU,1286,2044,2334,tomato,hybrid
7593,45,February,2018,KOLKATA,1559,2491,2015,tomato,hybrid
7594,46,February,2018,LASALGAON,0,0,0,tomato,hybrid
7595,47,February,2018,LUCKNOW,0,0,0,tomato,hybrid
7596,48,February,2018,MUMBAI,888,2000,6107,tomato,hybrid
7597,49,February,2018,NAGPUR,663,1476,420,tomato,hybrid
7598,50,February,2018,NASIK,775,1063,3160,tomato,hybrid
7599,51,February,2018,PATNA,0,0,0,tomato,hybrid
7600,52,February,2018,PIMPALGAON,700,970,2720,tomato,hybrid
7601,53,February,2018,PUNE,491,779,5776,tomato,hybrid
7602,54,February,2018,RAIPUR,508,987,1210,tomato,hybrid
7603,55,February,2018,RANCHI,720,1574,1427,tomato,hybrid
7604,56,February,2018,SHIMLA,1211,2543,760,tomato,hybrid
7605,57,February,2018,SRINAGAR,1609,2282,1315,tomato,hybrid
7606,58,February,2018,TRIVENDRUM,1551,2255,457,tomato,hybrid
7607,59,February,2018,VARANASI,0,0,0,tomato,hybrid
7608,60,March,2018,AHMEDABAD,396,1147,3933,tomato,hybrid
7609,61,March,2018,AMRITSAR,998,1978,1305,tomato,hybrid
7610,62,March,2018,BANGALURU,626,1126,895,tomato,hybrid
7611,63,March,2018,BARAUT,692,1732,31,tomato,hybrid
7612,64,March,2018,BHOPAL,381,569,3281,tomato,hybrid
7613,65,March,2018,BHUBANESHWAR,1070,1515,1155,tomato,hybrid
7614,66,March,2018,CHANDIGARH,1210,2156,925,tomato,hybrid
7615,67,March,2018,CHENNAI,933,1658,2680,tomato,hybrid
7616,68,March,2018,DEHRADUN,717,1433,1853,tomato,hybrid
7617,69,March,2018,DELHI,789,2000,15186,tomato,hybrid
7618,70,March,2018,GANGATOK,1700,3000,34,tomato,hybrid
7619,71,March,2018,GUWAHATI,1008,1564,508,tomato,hybrid
7620,72,March,2018,HYDERABAD,464,1083,8650,tomato,hybrid
7621,73,March,2018,JAIPUR,669,1411,5615,tomato,hybrid
7622,74,March,2018,JAMMU,1335,2000,2239,tomato,hybrid
7623,75,March,2018,KOLKATA,1376,2278,1687,tomato,hybrid
7624,76,March,2018,LASALGAON,0,0,0,tomato,hybrid
7625,77,March,2018,LUCKNOW,0,0,0,tomato,hybrid
7626,78,March,2018,MUMBAI,820,2000,5876,tomato,hybrid
7627,79,March,2018,NAGPUR,686,1539,440,tomato,hybrid
7628,80,March,2018,NASIK,560,810,3430,tomato,hybrid
7629,81,March,2018,PATNA,1028,2144,651,tomato,hybrid
7630,82,March,2018,PIMPALGAON,475,726,3430,tomato,hybrid
7631,83,March,2018,PUNE,525,828,3663,tomato,hybrid
7632,84,March,2018,RAIPUR,531,1043,1096,tomato,hybrid
7633,85,March,2018,RANCHI,900,1833,1204,tomato,hybrid
7634,86,March,2018,SHIMLA,1277,2458,719,tomato,hybrid
7635,87,March,2018,SRINAGAR,1719,2438,1535,tomato,hybrid
7636,88,March,2018,TRIVENDRUM,1707,2431,527,tomato,hybrid
7637,89,March,2018,VARANASI,750,1500,166,tomato,hybrid
7638,90,April,2018,AHMEDABAD,564,1286,4832,tomato,hybrid
7639,91,April,2018,AMRITSAR,1002,1909,1920,tomato,hybrid
7640,92,April,2018,BANGALURU,875,1485,935,tomato,hybrid
7641,93,April,2018,BARAUT,687,1692,31,tomato,hybrid
7642,94,April,2018,BHOPAL,368,720,4750,tomato,hybrid
7643,95,April,2018,BHUBANESHWAR,980,1480,752,tomato,hybrid
7644,96,April,2018,CHANDIGARH,1101,1987,982,tomato,hybrid
7645,97,April,2018,CHENNAI,1112,1952,2460,tomato,hybrid
7646,98,April,2018,DEHRADUN,882,1552,1724,tomato,hybrid
7647,99,April,2018,DELHI,765,1957,11728,tomato,hybrid
7648,100,April,2018,GANGATOK,2100,2800,52,tomato,hybrid
7649,101,April,2018,GUWAHATI,1121,1663,395,tomato,hybrid
7650,102,April,2018,HYDERABAD,1246,2246,9300,tomato,hybrid
7651,103,April,2018,JAIPUR,552,995,2964,tomato,hybrid
7652,104,April,2018,JAMMU,1300,1950,2158,tomato,hybrid
7653,105,April,2018,KOLKATA,1050,1774,1800,tomato,hybrid
7654,106,April,2018,LASALGAON,510,800,130,tomato,hybrid
7655,107,April,2018,LUCKNOW,0,0,0,tomato,hybrid
7656,108,April,2018,MUMBAI,761,2043,6026,tomato,hybrid
7657,109,April,2018,NAGPUR,639,1432,375,tomato,hybrid
7658,110,April,2018,NASIK,594,848,3530,tomato,hybrid
7659,111,April,2018,PATNA,677,1895,1180,tomato,hybrid
7660,112,April,2018,PIMPALGAON,462,729,3420,tomato,hybrid
7661,113,April,2018,PUNE,518,953,3115,tomato,hybrid
7662,114,April,2018,RAIPUR,380,759,807,tomato,hybrid
7663,115,April,2018,RANCHI,555,1183,1369,tomato,hybrid
7664,116,April,2018,SHIMLA,1136,1935,877,tomato,hybrid
7665,117,April,2018,SRINAGAR,1700,2364,1000,tomato,hybrid
7666,118,April,2018,TRIVENDRUM,1974,2736,549,tomato,hybrid
7667,119,April,2018,VARANASI,550,1300,35,tomato,hybrid
7668,120,May,2018,AHMEDABAD,720,1554,8333,tomato,hybrid
7669,121,May,2018,AMRITSAR,410,1263,3040,tomato,hybrid
7670,122,May,2018,BANGALURU,981,1605,1029,tomato,hybrid
7671,123,May,2018,BARAUT,564,1204,45,tomato,hybrid
7672,124,May,2018,BHOPAL,538,829,3740,tomato,hybrid
7673,125,May,2018,BHUBANESHWAR,1216,1652,1285,tomato,hybrid
7674,126,May,2018,CHANDIGARH,968,1688,1212,tomato,hybrid
7675,127,May,2018,CHENNAI,1002,1719,3090,tomato,hybrid
7676,128,May,2018,DEHRADUN,998,1400,1828,tomato,hybrid
7677,129,May,2018,DELHI,433,1593,11943,tomato,hybrid
7678,130,May,2018,GANGATOK,2000,2500,10072,tomato,hybrid
7679,131,May,2018,GUWAHATI,2143,2841,348,tomato,hybrid
7680,132,May,2018,HYDERABAD,1311,2241,11604,tomato,hybrid
7681,133,May,2018,JAIPUR,496,838,1197,tomato,hybrid
7682,134,May,2018,JAMMU,941,1596,2762,tomato,hybrid
7683,135,May,2018,KOLKATA,1467,2654,1381,tomato,hybrid
7684,136,May,2018,LASALGAON,0,0,0,tomato,hybrid
7685,137,May,2018,LUCKNOW,0,0,0,tomato,hybrid
7686,138,May,2018,MUMBAI,933,2000,6451,tomato,hybrid
7687,139,May,2018,NAGPUR,1027,2135,270,tomato,hybrid
7688,140,May,2018,NASIK,624,934,4980,tomato,hybrid
7689,141,May,2018,PATNA,740,1692,991,tomato,hybrid
7690,142,May,2018,PIMPALGAON,584,848,3890,tomato,hybrid
7691,143,May,2018,PUNE,604,913,3671,tomato,hybrid
7692,144,May,2018,RAIPUR,1319,2000,147,tomato,hybrid
7693,145,May,2018,RANCHI,555,1143,1560,tomato,hybrid
7694,146,May,2018,SHIMLA,1037,1944,1115,tomato,hybrid
7695,147,May,2018,SRINAGAR,1586,2271,1195,tomato,hybrid
7696,148,May,2018,TRIVENDRUM,1707,3556,502,tomato,hybrid
7697,149,May,2018,VARANASI,0,0,0,tomato,hybrid
7698,150,June,2018,AHMEDABAD,1517,2583,8025,tomato,hybrid
7699,151,June,2018,AMRITSAR,610,1357,2005,tomato,hybrid
7700,152,June,2018,BANGALURU,1017,1604,1185,tomato,hybrid
7701,153,June,2018,BARAUT,682,1864,51,tomato,hybrid
7702,154,June,2018,BHOPAL,1370,2319,2327,tomato,hybrid
7703,155,June,2018,BHUBANESHWAR,1546,2027,995,tomato,hybrid
7704,156,June,2018,CHANDIGARH,1323,2465,1040,tomato,hybrid
7705,157,June,2018,CHENNAI,1277,2177,2730,tomato,hybrid
7706,158,June,2018,DEHRADUN,796,1494,2129,tomato,hybrid
7707,159,June,2018,DELHI,1182,2800,11072,tomato,hybrid
7708,160,June,2018,GANGATOK,2107,2679,35,tomato,hybrid
7709,161,June,2018,GUWAHATI,4158,7136,232,tomato,hybrid
7710,162,June,2018,HYDERABAD,2026,4172,13698,tomato,hybrid
7711,163,June,2018,JAIPUR,1249,1955,1150,tomato,hybrid
7712,164,June,2018,JAMMU,1377,2190,1579,tomato,hybrid
7713,165,June,2018,KOLKATA,2093,3728,2957,tomato,hybrid
7714,166,June,2018,LASALGAON,0,0,0,tomato,hybrid
7715,167,June,2018,LUCKNOW,1712,2524,1584,tomato,hybrid
7716,168,June,2018,MUMBAI,1550,3190,6254,tomato,hybrid
7717,169,June,2018,NAGPUR,1426,2524,260,tomato,hybrid
7718,170,June,2018,NASIK,1705,2205,2280,tomato,hybrid
7719,171,June,2018,PATNA,1737,3676,1209,tomato,hybrid
7720,172,June,2018,PIMPALGAON,1610,2018,15780,tomato,hybrid
7721,173,June,2018,PUNE,1283,1943,4366,tomato,hybrid
7722,174,June,2018,RAIPUR,1685,2444,821,tomato,hybrid
7723,175,June,2018,RANCHI,684,1404,770,tomato,hybrid
7724,176,June,2018,SHIMLA,988,1820,1066,tomato,hybrid
7725,177,June,2018,SRINAGAR,1698,2379,1840,tomato,hybrid
7726,178,June,2018,TRIVENDRUM,2067,2806,476,tomato,hybrid
7727,179,June,2018,VARANASI,1719,3067,1478,tomato,hybrid
7728,180,July,2018,AHMEDABAD,2141,3429,9026,tomato,hybrid
7729,181,July,2018,AMRITSAR,1867,3615,1050,tomato,hybrid
7730,182,July,2018,BANGALURU,1608,2268,1210,tomato,hybrid
7731,183,July,2018,BARAUT,1410,3762,37,tomato,hybrid
7732,184,July,2018,BHOPAL,2638,4072,2138,tomato,hybrid
7733,185,July,2018,BHUBANESHWAR,2099,2612,1210,tomato,hybrid
7734,186,July,2018,CHANDIGARH,1722,2973,952,tomato,hybrid
7735,187,July,2018,CHENNAI,1457,2300,3210,tomato,hybrid
7736,188,July,2018,DEHRADUN,1856,3172,4065,tomato,hybrid
7737,189,July,2018,DELHI,2058,4423,12817,tomato,hybrid
7738,190,July,2018,GANGATOK,2750,6150,53,tomato,hybrid
7739,191,July,2018,GUWAHATI,2433,3223,625,tomato,hybrid
7740,192,July,2018,HYDERABAD,2744,4065,14010,tomato,hybrid
7741,193,July,2018,JAIPUR,2178,3975,4711,tomato,hybrid
7742,194,July,2018,JAMMU,1783,2581,2334,tomato,hybrid
7743,195,July,2018,KOLKATA,2579,4442,3250,tomato,hybrid
7744,196,July,2018,LASALGAON,0,0,0,tomato,hybrid
7745,197,July,2018,LUCKNOW,2422,3284,920,tomato,hybrid
7746,198,July,2018,MUMBAI,1876,4320,8154,tomato,hybrid
7747,199,July,2018,NAGPUR,1820,3523,265,tomato,hybrid
7748,200,July,2018,NASIK,2219,2686,2522,tomato,hybrid
7749,201,July,2018,PATNA,2561,4669,1671,tomato,hybrid
7750,202,July,2018,PIMPALGAON,2186,2667,1530,tomato,hybrid
7751,203,July,2018,PUNE,1175,1900,4905,tomato,hybrid
7752,204,July,2018,RAIPUR,2113,2827,1083,tomato,hybrid
7753,205,July,2018,RANCHI,2319,3856,186,tomato,hybrid
7754,206,July,2018,SHIMLA,1311,3333,1022,tomato,hybrid
7755,207,July,2018,SRINAGAR,2488,3092,1760,tomato,hybrid
7756,208,July,2018,TRIVENDRUM,2529,3365,355,tomato,hybrid
7757,209,July,2018,VARANASI,2496,3973,1994,tomato,hybrid
7758,210,August,2018,AHMEDABAD,1467,2688,9929,tomato,hybrid
7759,211,August,2018,AMRITSAR,1907,3393,615,tomato,hybrid
7760,212,August,2018,BANGALURU,964,1550,1121,tomato,hybrid
7761,213,August,2018,BARAUT,1636,3068,49,tomato,hybrid
7762,214,August,2018,BHOPAL,2378,3160,2065,tomato,hybrid
7763,215,August,2018,BHUBANESHWAR,1567,2002,1425,tomato,hybrid
7764,216,August,2018,CHANDIGARH,1558,2772,988,tomato,hybrid
7765,217,August,2018,CHENNAI,996,1617,3160,tomato,hybrid
7766,218,August,2018,DEHRADUN,1883,3491,2120,tomato,hybrid
7767,219,August,2018,DELHI,1667,4063,12035,tomato,hybrid
7768,220,August,2018,GANGATOK,2956,3656,40,tomato,hybrid
7769,221,August,2018,GUWAHATI,3091,3870,578,tomato,hybrid
7770,222,August,2018,HYDERABAD,1264,4132,13688,tomato,hybrid
7771,223,August,2018,JAIPUR,1832,3000,9549,tomato,hybrid
7772,224,August,2018,JAMMU,2302,3100,2226,tomato,hybrid
7773,225,August,2018,KOLKATA,2022,3544,3050,tomato,hybrid
7774,226,August,2018,LASALGAON,0,0,0,tomato,hybrid
7775,227,August,2018,LUCKNOW,2015,2652,1114,tomato,hybrid
7776,228,August,2018,MUMBAI,1283,2271,8093,tomato,hybrid
7777,229,August,2018,NAGPUR,1551,3080,210,tomato,hybrid
7778,230,August,2018,NASIK,1513,2000,2420,tomato,hybrid
7779,231,August,2018,PATNA,2136,4160,2705,tomato,hybrid
7780,232,August,2018,PIMPALGAON,1532,1959,1720,tomato,hybrid
7781,233,August,2018,PUNE,940,1548,4340,tomato,hybrid
7782,234,August,2018,RAIPUR,1331,2075,1139,tomato,hybrid
7783,235,August,2018,RANCHI,1993,3508,280,tomato,hybrid
7784,236,August,2018,SHIMLA,997,2115,960,tomato,hybrid
7785,237,August,2018,SRINAGAR,1790,2445,1575,tomato,hybrid
7786,238,August,2018,TRIVENDRUM,2118,2905,353,tomato,hybrid
7787,239,August,2018,VARANASI,1748,2944,3237,tomato,hybrid
7788,240,September,2018,AHMEDABAD,903,2000,9762,tomato,hybrid
7789,241,September,2018,AMRITSAR,1372,2109,1200,tomato,hybrid
7790,242,September,2018,BANGALURU,744,1272,838,tomato,hybrid
7791,243,September,2018,BARAUT,1500,2895,31,tomato,hybrid
7792,244,September,2018,BHOPAL,807,1326,2605,tomato,hybrid
7793,245,September,2018,BHUBANESHWAR,1464,1956,1305,tomato,hybrid
7794,246,September,2018,CHANDIGARH,1669,2513,970,tomato,hybrid
7795,247,September,2018,CHENNAI,852,1491,2980,tomato,hybrid
7796,248,September,2018,DEHRADUN,1098,2282,1825,tomato,hybrid
7797,249,September,2018,DELHI,1233,3217,11273,tomato,hybrid
7798,250,September,2018,GANGATOK,3300,4000,82,tomato,hybrid
7799,251,September,2018,GUWAHATI,3164,3943,415,tomato,hybrid
7800,252,September,2018,HYDERABAD,1074,2770,10298,tomato,hybrid
7801,253,September,2018,JAIPUR,1155,2430,11429,tomato,hybrid
7802,254,September,2018,JAMMU,1789,2565,2204,tomato,hybrid
7803,255,September,2018,KOLKATA,1883,3700,2202,tomato,hybrid
7804,256,September,2018,LASALGAON,0,0,0,tomato,hybrid
7805,257,September,2018,LUCKNOW,1690,2327,866,tomato,hybrid
7806,258,September,2018,MUMBAI,774,1978,6356,tomato,hybrid
7807,259,September,2018,NAGPUR,1064,2550,266,tomato,hybrid
7808,260,September,2018,NASIK,1724,2171,2146,tomato,hybrid
7809,261,September,2018,PATNA,1457,2974,2905,tomato,hybrid
7810,262,September,2018,PIMPALGAON,1438,1969,2242,tomato,hybrid
7811,263,September,2018,PUNE,647,941,3555,tomato,hybrid
7812,264,September,2018,RAIPUR,1055,1736,1094,tomato,hybrid
7813,265,September,2018,RANCHI,1393,2674,539,tomato,hybrid
7814,266,September,2018,SHIMLA,1001,3000,638,tomato,hybrid
7815,267,September,2018,SRINAGAR,2132,2809,1790,tomato,hybrid
7816,268,September,2018,TRIVENDRUM,1811,2550,385,tomato,hybrid
7817,269,September,2018,VARANASI,1278,2165,3567,tomato,hybrid
7818,270,October,2018,AHMEDABAD,850,1886,4824,tomato,hybrid
7819,271,October,2018,AMRITSAR,1481,2429,1065,tomato,hybrid
7820,272,October,2018,BANGALURU,679,1171,1044,tomato,hybrid
7821,273,October,2018,BARAUT,1516,3400,28,tomato,hybrid
7822,274,October,2018,BHOPAL,794,1260,3232,tomato,hybrid
7823,275,October,2018,BHUBANESHWAR,1481,2111,1120,tomato,hybrid
7824,276,October,2018,CHANDIGARH,1629,2604,1013,tomato,hybrid
7825,277,October,2018,CHENNAI,887,1608,3330,tomato,hybrid
7826,278,October,2018,DEHRADUN,1261,2805,2319,tomato,hybrid
7827,279,October,2018,DELHI,1361,3280,12580,tomato,hybrid
7828,280,October,2018,GANGATOK,3300,4000,27,tomato,hybrid
7829,281,October,2018,GUWAHATI,3495,4433,4377,tomato,hybrid
7830,282,October,2018,HYDERABAD,1098,2120,13688,tomato,hybrid
7831,283,October,2018,JAIPUR,1126,1976,12199,tomato,hybrid
7832,284,October,2018,JAMMU,2088,2875,2322,tomato,hybrid
7833,285,October,2018,KOLKATA,1988,4064,2190,tomato,hybrid
7834,286,October,2018,LASALGAON,0,0,0,tomato,hybrid
7835,287,October,2018,LUCKNOW,1867,2408,932,tomato,hybrid
7836,288,October,2018,MUMBAI,850,1600,6221,tomato,hybrid
7837,289,October,2018,NAGPUR,1420,2500,315,tomato,hybrid
7838,290,October,2018,NASIK,1607,2171,2460,tomato,hybrid
7839,291,October,2018,PATNA,1720,3324,2756,tomato,hybrid
7840,292,October,2018,PIMPALGAON,1804,2238,1400,tomato,hybrid
7841,293,October,2018,PUNE,703,1068,3448,tomato,hybrid
7842,294,October,2018,RAIPUR,1087,1888,1176,tomato,hybrid
7843,295,October,2018,RANCHI,1421,2800,781,tomato,hybrid
7844,296,October,2018,SHIMLA,1315,2940,781,tomato,hybrid
7845,297,October,2018,SRINAGAR,2213,2853,1035,tomato,hybrid
7846,298,October,2018,TRIVENDRUM,1688,2417,470,tomato,hybrid
7847,299,October,2018,VARANASI,1446,2396,3540,tomato,hybrid
7848,300,November,2018,AHMEDABAD,729,1643,1886,tomato,hybrid
7849,301,November,2018,AMRITSAR,1322,2000,1190,tomato,hybrid
7850,302,November,2018,BANGALURU,869,1471,1035,tomato,hybrid
7851,303,November,2018,BARAUT,1573,2864,36,tomato,hybrid
7852,304,November,2018,BHOPAL,818,1341,2117,tomato,hybrid
7853,305,November,2018,BHUBANESHWAR,1446,1898,1315,tomato,hybrid
7854,306,November,2018,CHANDIGARH,1318,2326,1250,tomato,hybrid
7855,307,November,2018,CHENNAI,1189,1964,2990,tomato,hybrid
7856,308,November,2018,DEHRADUN,934,2400,1261,tomato,hybrid
7857,309,November,2018,DELHI,1337,3308,6105,tomato,hybrid
7858,310,November,2018,GANGATOK,0,0,0,tomato,hybrid
7859,311,November,2018,GUWAHATI,2656,3238,170,tomato,hybrid
7860,312,November,2018,HYDERABAD,1072,2357,11960,tomato,hybrid
7861,313,November,2018,JAIPUR,945,1810,8858,tomato,hybrid
7862,314,November,2018,JAMMU,1773,2464,2132,tomato,hybrid
7863,315,November,2018,KOLKATA,2077,3991,2273,tomato,hybrid
7864,316,November,2018,LASALGAON,0,0,0,tomato,hybrid
7865,317,November,2018,LUCKNOW,1623,2236,1016,tomato,hybrid
7866,318,November,2018,MUMBAI,720,1925,4951,tomato,hybrid
7867,319,November,2018,NAGPUR,916,1911,305,tomato,hybrid
7868,320,November,2018,NASIK,850,1140,880,tomato,hybrid
7869,321,November,2018,PATNA,1477,3009,2505,tomato,hybrid
7870,322,November,2018,PIMPALGAON,805,1100,420,tomato,hybrid
7871,323,November,2018,PUNE,563,856,3422,tomato,hybrid
7872,324,November,2018,RAIPUR,1233,2159,429,tomato,hybrid
7873,325,November,2018,RANCHI,1337,2587,734,tomato,hybrid
7874,326,November,2018,SHIMLA,1411,3000,734,tomato,hybrid
7875,327,November,2018,SRINAGAR,1957,2543,1260,tomato,hybrid
7876,328,November,2018,TRIVENDRUM,1911,2595,377,tomato,hybrid
7877,329,November,2018,VARANASI,1393,2264,2247,tomato,hybrid
7878,330,December,2018,AHMEDABAD,1104,2167,903,tomato,hybrid
7879,331,December,2018,AMRITSAR,1446,2200,1190,tomato,hybrid
7880,332,December,2018,BANGALURU,1191,1796,1646,tomato,hybrid
7881,333,December,2018,BARAUT,1314,2540,33,tomato,hybrid
7882,334,December,2018,BHOPAL,644,948,3020,tomato,hybrid
7883,335,December,2018,BHUBANESHWAR,1580,2103,1275,tomato,hybrid
7884,336,December,2018,CHANDIGARH,1432,2475,970,tomato,hybrid
7885,337,December,2018,CHENNAI,1310,2138,3200,tomato,hybrid
7886,338,December,2018,DEHRADUN,1127,2500,1045,tomato,hybrid
7887,339,December,2018,DELHI,1246,2731,6812,tomato,hybrid
7888,340,December,2018,GANGATOK,0,0,0,tomato,hybrid
7889,341,December,2018,GUWAHATI,0,0,0,tomato,hybrid
7890,342,December,2018,HYDERABAD,1660,2308,12314,tomato,hybrid
7891,343,December,2018,JAIPUR,856,1580,7704,tomato,hybrid
7892,344,December,2018,JAMMU,2050,2896,1922,tomato,hybrid
7893,345,December,2018,KOLKATA,2062,3736,1628,tomato,hybrid
7894,346,December,2018,LASALGAON,0,0,0,tomato,hybrid
7895,347,December,2018,LUCKNOW,0,0,0,tomato,hybrid
7896,348,December,2018,MUMBAI,1286,2200,5741,tomato,hybrid
7897,349,December,2018,NAGPUR,823,1819,415,tomato,hybrid
7898,350,December,2018,NASIK,720,1000,1380,tomato,hybrid
7899,351,December,2018,PATNA,1350,2943,510,tomato,hybrid
7900,352,December,2018,PIMPALGAON,635,906,1370,tomato,hybrid
7901,353,December,2018,PUNE,1029,1664,2523,tomato,hybrid
7902,354,December,2018,RAIPUR,0,0,0,tomato,hybrid
7903,355,December,2018,RANCHI,1003,1972,1329,tomato,hybrid
7904,356,December,2018,SHIMLA,1260,2780,889,tomato,hybrid
7905,357,December,2018,SRINAGAR,1913,2460,1520,tomato,hybrid
7906,358,December,2018,TRIVENDRUM,2319,3152,432,tomato,hybrid
7907,359,December,2018,VARANASI,0,0,0,tomato,hybrid
7908,0,January,2013,BANGALURU,515,1017,0,tomato,local
7909,1,January,2013,BARAUT,0,0,0,tomato,local
7910,2,January,2013,BHOPAL,1015,1513,2215,tomato,local
7911,3,January,2013,BHUBANESHWAR,870,1400,85,tomato,local
7912,4,January,2013,CHENNAI,694,1292,9490,tomato,local
7913,5,January,2013,DEHRADUN,0,0,0,tomato,local
7914,6,January,2013,DELHI,895,2250,13241,tomato,local
7915,7,January,2013,GANGATOK,0,0,0,tomato,local
7916,8,January,2013,GUWAHATI,0,0,0,tomato,local
7917,9,January,2013,JAIPUR,0,0,0,tomato,local
7918,10,January,2013,KOLKATA,2223,3481,592,tomato,local
7919,11,January,2013,LUCKNOW,1378,1946,1755,tomato,local
7920,12,January,2013,NAGPUR,650,1917,468,tomato,local
7921,13,January,2013,PATNA,1264,2650,1706,tomato,local
7922,14,January,2013,PIMPALGAON,0,0,0,tomato,local
7923,15,January,2013,RAIPUR,703,1412,0,tomato,local
7924,16,January,2013,RANCHI,911,1785,1256,tomato,local
7925,17,January,2013,SRINAGAR,2300,3000,80,tomato,local
7926,18,January,2013,VARANASI,589,1912,2617,tomato,local
7927,19,February,2013,BANGALURU,532,1032,67,tomato,local
7928,20,February,2013,BARAUT,0,0,0,tomato,local
7929,21,February,2013,BHOPAL,795,1330,1789,tomato,local
7930,22,February,2013,BHUBANESHWAR,815,1834,2214,tomato,local
7931,23,February,2013,CHENNAI,490,1000,15980,tomato,local
7932,24,February,2013,DEHRADUN,0,0,0,tomato,local
7933,25,February,2013,DELHI,816,2304,12697,tomato,local
7934,26,February,2013,GANGATOK,0,0,0,tomato,local
7935,27,February,2013,GUWAHATI,1343,1795,338,tomato,local
7936,28,February,2013,JAIPUR,500,1200,120,tomato,local
7937,29,February,2013,KOLKATA,1893,2959,322,tomato,local
7938,30,February,2013,LUCKNOW,1112,1591,1439,tomato,local
7939,31,February,2013,NAGPUR,540,1062,600,tomato,local
7940,32,February,2013,PATNA,782,1795,1223,tomato,local
7941,33,February,2013,PIMPALGAON,0,0,0,tomato,local
7942,34,February,2013,RAIPUR,504,987,0,tomato,local
7943,35,February,2013,RANCHI,559,1274,1240,tomato,local
7944,36,February,2013,SRINAGAR,1650,2500,90,tomato,local
7945,37,February,2013,VARANASI,561,1578,1435,tomato,local
7946,38,March,2013,BANGALURU,484,953,0,tomato,local
7947,39,March,2013,BARAUT,0,0,0,tomato,local
7948,40,March,2013,BHOPAL,402,726,2907,tomato,local
